method,data_name,model_name,Remove Col Names,Order Cols,Recall,F1 Score
Zero-Shot,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.5945945945945946
Zero-Shot,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.36065573770491804
Zero-Shot,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.5789473684210527
Zero-Shot,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.34375
Zero-Shot,fodors-zagats,sentence-transformers/multi-qa-mpnet-base-dot-v1,True,True,1.0,0.4583333333333333
Zero-Shot,fodors-zagats,sentence-transformers/multi-qa-mpnet-base-dot-v1,False,True,1.0,0.29333333333333333
Zero-Shot,fodors-zagats,sentence-transformers/multi-qa-mpnet-base-dot-v1,True,False,1.0,0.46808510638297873
Zero-Shot,fodors-zagats,sentence-transformers/multi-qa-mpnet-base-dot-v1,False,False,1.0,0.29333333333333333
Zero-Shot,amazon-google,all-mpnet-base-v2,True,True,0.7890625,0.6029850746268657
Zero-Shot,amazon-google,all-mpnet-base-v2,False,True,0.84375,0.6486486486486487
Zero-Shot,amazon-google,all-mpnet-base-v2,True,False,0.8203125,0.6441717791411042
Zero-Shot,amazon-google,all-mpnet-base-v2,False,False,0.828125,0.6523076923076923
Zero-Shot,amazon-google,sentence-transformers/multi-qa-mpnet-base-dot-v1,True,True,0.8984375,0.5168539325842697
Zero-Shot,amazon-google,sentence-transformers/multi-qa-mpnet-base-dot-v1,False,True,0.953125,0.4460694698354662
Zero-Shot,amazon-google,sentence-transformers/multi-qa-mpnet-base-dot-v1,True,False,0.8125,0.5502645502645502
Zero-Shot,amazon-google,sentence-transformers/multi-qa-mpnet-base-dot-v1,False,False,0.9453125,0.5226781857451404
Zero-Shot,abt-buy,all-mpnet-base-v2,True,True,0.9174311926605505,0.43103448275862066
Zero-Shot,abt-buy,all-mpnet-base-v2,False,True,0.9541284403669725,0.3674911660777385
Zero-Shot,abt-buy,all-mpnet-base-v2,True,False,0.9357798165137615,0.41379310344827586
Zero-Shot,abt-buy,all-mpnet-base-v2,False,False,0.963302752293578,0.3620689655172414
Zero-Shot,abt-buy,sentence-transformers/multi-qa-mpnet-base-dot-v1,True,True,0.963302752293578,0.39106145251396646
Zero-Shot,abt-buy,sentence-transformers/multi-qa-mpnet-base-dot-v1,False,True,0.9724770642201835,0.3419354838709677
Zero-Shot,abt-buy,sentence-transformers/multi-qa-mpnet-base-dot-v1,True,False,0.963302752293578,0.3736654804270463
Zero-Shot,abt-buy,sentence-transformers/multi-qa-mpnet-base-dot-v1,False,False,0.9724770642201835,0.334913112164297
Cross-Encoder,fodors-zagats,cross-encoder/stsb-roberta-base,True,True,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/stsb-roberta-base,False,True,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/stsb-roberta-base,True,False,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/stsb-roberta-base,False,False,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/stsb-distilroberta-base,True,True,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/stsb-distilroberta-base,False,True,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/stsb-distilroberta-base,True,False,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/stsb-distilroberta-base,False,False,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/ms-marco-MiniLM-L-12-v2,True,True,1.0,0.9565217391304348
Cross-Encoder,fodors-zagats,cross-encoder/ms-marco-MiniLM-L-12-v2,False,True,1.0,1.0
Cross-Encoder,fodors-zagats,cross-encoder/ms-marco-MiniLM-L-12-v2,True,False,1.0,0.9565217391304348
Cross-Encoder,fodors-zagats,cross-encoder/ms-marco-MiniLM-L-12-v2,False,False,1.0,0.8148148148148148
Cross-Encoder,amazon-google,cross-encoder/stsb-roberta-base,True,True,0.90625,0.8957528957528957
Cross-Encoder,amazon-google,cross-encoder/stsb-roberta-base,False,True,0.90625,0.8888888888888888
Cross-Encoder,amazon-google,cross-encoder/stsb-roberta-base,True,False,0.9140625,0.9034749034749034
Cross-Encoder,amazon-google,cross-encoder/stsb-roberta-base,False,False,0.8984375,0.8712121212121212
Cross-Encoder,amazon-google,cross-encoder/stsb-distilroberta-base,True,True,0.890625,0.8444444444444444
Cross-Encoder,amazon-google,cross-encoder/stsb-distilroberta-base,False,True,0.8515625,0.8482490272373541
Cross-Encoder,amazon-google,cross-encoder/stsb-distilroberta-base,True,False,0.875,0.8484848484848485
Cross-Encoder,amazon-google,cross-encoder/stsb-distilroberta-base,False,False,0.8359375,0.84251968503937
Cross-Encoder,amazon-google,cross-encoder/ms-marco-MiniLM-L-12-v2,True,True,0.84375,0.8181818181818182
Cross-Encoder,amazon-google,cross-encoder/ms-marco-MiniLM-L-12-v2,False,True,0.8984375,0.8487084870848709
Cross-Encoder,amazon-google,cross-encoder/ms-marco-MiniLM-L-12-v2,True,False,0.828125,0.828125
Cross-Encoder,amazon-google,cross-encoder/ms-marco-MiniLM-L-12-v2,False,False,0.8671875,0.8409090909090909
Cross-Encoder,abt-buy,cross-encoder/stsb-roberta-base,True,True,0.9174311926605505,0.9389671361502347
Cross-Encoder,abt-buy,cross-encoder/stsb-roberta-base,False,True,0.926605504587156,0.9395348837209302
Cross-Encoder,abt-buy,cross-encoder/stsb-roberta-base,True,False,0.9174311926605505,0.9389671361502347
Cross-Encoder,abt-buy,cross-encoder/stsb-roberta-base,False,False,0.9357798165137615,0.9488372093023256
Cross-Encoder,abt-buy,cross-encoder/stsb-distilroberta-base,True,True,0.8990825688073395,0.9245283018867925
Cross-Encoder,abt-buy,cross-encoder/stsb-distilroberta-base,False,True,0.908256880733945,0.9209302325581395
Cross-Encoder,abt-buy,cross-encoder/stsb-distilroberta-base,True,False,0.9174311926605505,0.9302325581395349
Cross-Encoder,abt-buy,cross-encoder/stsb-distilroberta-base,False,False,0.8990825688073395,0.92018779342723
Cross-Encoder,abt-buy,cross-encoder/ms-marco-MiniLM-L-12-v2,True,True,0.8807339449541285,0.9014084507042254
Cross-Encoder,abt-buy,cross-encoder/ms-marco-MiniLM-L-12-v2,False,True,0.8440366972477065,0.8720379146919431
Cross-Encoder,abt-buy,cross-encoder/ms-marco-MiniLM-L-12-v2,True,False,0.8348623853211009,0.8666666666666667
Cross-Encoder,abt-buy,cross-encoder/ms-marco-MiniLM-L-12-v2,False,False,0.8807339449541285,0.8767123287671232
SBERTs,fodors-zagats,roberta-base,True,True,1.0,1.0
SBERTs,fodors-zagats,roberta-base,False,True,1.0,1.0
SBERTs,fodors-zagats,roberta-base,True,False,1.0,1.0
SBERTs,fodors-zagats,roberta-base,False,False,1.0,1.0
SBERTs,fodors-zagats,distilroberta-base,True,True,1.0,1.0
SBERTs,fodors-zagats,distilroberta-base,False,True,0.0,0.0
SBERTs,fodors-zagats,distilroberta-base,True,False,1.0,1.0
SBERTs,fodors-zagats,distilroberta-base,False,False,1.0,1.0
SBERTs,fodors-zagats,bert-base-uncased,True,True,0.0,0.0
SBERTs,fodors-zagats,bert-base-uncased,False,True,1.0,1.0
SBERTs,fodors-zagats,bert-base-uncased,True,False,1.0,1.0
SBERTs,fodors-zagats,bert-base-uncased,False,False,0.0,0.0
SBERTs,amazon-google,roberta-base,True,True,0.609375,0.7255813953488373
SBERTs,amazon-google,roberta-base,False,True,0.8046875,0.8142292490118577
SBERTs,amazon-google,roberta-base,True,False,0.71875,0.7965367965367965
SBERTs,amazon-google,roberta-base,False,False,0.8203125,0.8235294117647058
SBERTs,amazon-google,distilroberta-base,True,True,0.6875,0.7685589519650655
SBERTs,amazon-google,distilroberta-base,False,True,0.6328125,0.7431192660550459
SBERTs,amazon-google,distilroberta-base,True,False,0.65625,0.7466666666666667
SBERTs,amazon-google,distilroberta-base,False,False,0.703125,0.7531380753138075
SBERTs,amazon-google,bert-base-uncased,True,True,0.7109375,0.774468085106383
SBERTs,amazon-google,bert-base-uncased,False,True,0.7578125,0.7791164658634538
SBERTs,amazon-google,bert-base-uncased,True,False,0.7578125,0.7886178861788617
SBERTs,amazon-google,bert-base-uncased,False,False,0.78125,0.7936507936507936
SBERTs,abt-buy,roberta-base,True,True,0.9174311926605505,0.9049773755656109
SBERTs,abt-buy,roberta-base,False,True,0.8623853211009175,0.8909952606635071
SBERTs,abt-buy,roberta-base,True,False,0.7889908256880734,0.8557213930348259
SBERTs,abt-buy,roberta-base,False,False,0.7889908256880734,0.8514851485148515
SBERTs,abt-buy,distilroberta-base,True,True,0.8623853211009175,0.8785046728971962
SBERTs,abt-buy,distilroberta-base,False,True,0.7339449541284404,0.8205128205128205
SBERTs,abt-buy,distilroberta-base,True,False,0.8623853211009175,0.9082125603864735
SBERTs,abt-buy,distilroberta-base,False,False,0.8165137614678899,0.8768472906403941
SBERTs,abt-buy,bert-base-uncased,True,True,0.7981651376146789,0.848780487804878
SBERTs,abt-buy,bert-base-uncased,False,True,0.8807339449541285,0.8648648648648649
SBERTs,abt-buy,bert-base-uncased,True,False,0.8899082568807339,0.8858447488584474
SBERTs,abt-buy,bert-base-uncased,False,False,0.8440366972477065,0.832579185520362
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9858007622748673
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9773409694285681
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9690311383299196
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9605851543306252
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9522237102717983
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9436792173228394
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9351806305395528
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9266486784107467
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.918154725404106
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9095690763449367
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.9008289435564513
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.8924171226061217
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,True,1.0,0.8838402530644522
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9857191314196357
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9769673704414586
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9683227489093951
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9596013504548202
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.950774921794155
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9419529338386988
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9331394206202586
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9242959141987842
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9153812577232123
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.9066395634565269
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.8979520446758471
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.889163833270369
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,True,1.0,0.8802592077787721
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9858707211220648
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9773291133370432
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9689015908639291
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9604167219094255
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9518720072242488
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9431413483973965
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9342414860681114
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9252297448362621
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9162241108698256
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.9071373705337232
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.8977868020304568
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.8884639616935484
Blocking,fodors-zagats,sentence-transformers/allenai-specter,True,False,1.0,0.8791458731071375
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9855470805217657
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9767092498876209
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9678278065104959
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9588860825228969
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9497130542458446
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9405582962266813
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9314205589928559
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9221304088833224
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9128213660676872
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.9036636102920386
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.8943814450756568
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.8851873734230208
Blocking,fodors-zagats,sentence-transformers/allenai-specter,False,False,1.0,0.8756886624414895
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9865028278284746
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9788178637270025
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9711744809890366
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9634614932669033
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9558112419136229
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9482290940091452
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.940656899243425
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9331394206202586
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9255439333729197
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9180883813915838
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9106396379151719
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.9031592232345745
Blocking,fodors-zagats,all-distilroberta-v1,True,True,1.0,0.8956133898809058
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.985821167935662
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9774150637728117
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9691486067206956
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9607259831758524
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9522641565460107
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9440016759692939
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9358068777483547
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9277120516381561
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9194567364375507
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9111069278270343
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.9025997654954918
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.8939204905236892
Blocking,fodors-zagats,all-distilroberta-v1,False,True,1.0,0.8851486274708054
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9863310427248283
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9783299841905017
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9704059479901023
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9624282130979301
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9545303703703704
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9467786613176684
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9389047604727393
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9309899778227516
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9230154079066246
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.915011054497597
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.9071339856223847
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.8992206949479319
Blocking,fodors-zagats,all-distilroberta-v1,True,False,1.0,0.8911431866677979
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9857686945773869
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9772638999194208
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9687750246959043
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.960101147040447
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9512957002190461
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9423715604580062
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9336359542683756
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9250824056980265
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9163772161772881
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.9075637016625903
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.8986743990786028
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.8895903223167024
Blocking,fodors-zagats,all-distilroberta-v1,False,False,1.0,0.8802734213850049
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.986348515056278
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9784483008204933
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9706612522572194
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9629710181133118
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9555299668761452
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9482290940091452
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9409430621004292
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9336423997171257
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9263939389329235
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9189270340242353
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9117953652473738
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.9048647709144181
Blocking,fodors-zagats,all-mpnet-base-v2,True,True,1.0,0.8980931502057999
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9857307937749007
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9771275177124039
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9685911470589095
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9600704984998437
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9514452893996261
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9427803528999338
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9341545636886494
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.925471948059067
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.916779743229221
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.9081924400326757
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.8994026731546032
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.8904353404359693
Blocking,fodors-zagats,all-mpnet-base-v2,False,True,1.0,0.8813880646224861
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9862145451202133
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9780814300360868
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9701715573248965
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9621962805116575
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9543072892587455
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9464390220597896
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9385504438675286
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9304780091540117
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9225155127766649
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9144435864224688
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.9065141936283624
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.8985953302534648
Blocking,fodors-zagats,all-mpnet-base-v2,True,False,1.0,0.8906132587131156
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9856695634175721
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9769050774035102
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9682955997462009
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9596013504548202
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.950940254797901
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9421020282728949
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9332587598633492
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9244860884196152
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9156279195554899
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.9066802177678487
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.897666281358368
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.888523485070419
Blocking,fodors-zagats,all-mpnet-base-v2,False,False,1.0,0.8791245096014867
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9863805460995965
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9785429343955719
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9709404401514223
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9632543926661574
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.955752526672487
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.948435972629521
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9411464616455704
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9339935588734676
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9267531519474397
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9194699723471822
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9124360045247614
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9056663461836678
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.8989562042656765
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9858182528915359
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9773320773856967
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9688774854177138
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9604259105399306
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.952061893942769
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9434926072089443
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9351774171158176
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9270011951064496
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9187448288542273
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9105050916748492
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.902340311025251
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.8939655631796226
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.885581724406937
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9862174578866768
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9781021475013395
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9701745630087529
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9622512212840173
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9542855957394473
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9465145163794443
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9385217051231912
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9303450763788049
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9224135035013942
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9144268871987989
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9063210000526931
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.8980965913526849
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.8899641047098018
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9857074687961733
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9771482738728502
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9686092362915697
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9600613035853756
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9514857957922264
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9427328351321711
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9341384653957342
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9257303959178206
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9171221546705295
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9084727726064858
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.8998453498958606
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.8910630327106328
Blocking,fodors-zagats,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.8822031159911551
Blocking,amazon-google,sentence-transformers/allenai-specter,True,True,0.899075500770416,0.9439362354782554
Blocking,amazon-google,sentence-transformers/allenai-specter,True,True,0.9221879815100154,0.9546687414195385
Blocking,amazon-google,sentence-transformers/allenai-specter,True,True,0.9322033898305084,0.9581317437859822
Blocking,amazon-google,sentence-transformers/allenai-specter,True,True,0.9414483821263482,0.9610738820149465
